原始要素ID,DIKUAI_ID,核心地块编号,几何类型,坐标系,面积（平方米）,最小经度,最大经度,最小纬度,最大纬度,完整GeoJSON坐标
2134,DIKUAI_2023_2247,2247,Polygon,EPSG:4326 (WGS84经纬度),45459.2,118.798513,118.801308,32.059558,32.061885,"[[[118.799003, 32.061885], [118.800063, 32.061774], [118.800007, 32.061429], [118.800803, 32.061326], [118.800788, 32.061266], [118.801308, 32.061073], [118.801281, 32.061021], [118.801122, 32.060718], [118.800772, 32.06084], [118.800594, 32.060847], [118.800393, 32.060094], [118.799827, 32.060153], [118.799784, 32.059886], [118.799727, 32.059558], [118.799672, 32.059564], [118.799414, 32.059589], [118.799468, 32.05984], [118.799536, 32.059833], [118.799602, 32.060263], [118.798513, 32.060388], [118.799003, 32.061885]]]"
2135,DIKUAI_2023_2248,2248,Polygon,EPSG:4326 (WGS84经纬度),1351.42,118.780638,118.781072,32.052911,32.053152,"[[[118.781066, 32.053152], [118.781072, 32.052931], [118.780977, 32.052911], [118.780789, 32.052913], [118.78079, 32.052955], [118.780638, 32.052956], [118.780648, 32.053122], [118.780708, 32.053144], [118.781066, 32.053152]]]"
2136,DIKUAI_2023_2249,2249,Polygon,EPSG:4326 (WGS84经纬度),5210.84,118.763037,118.763941,32.039815,32.040507,"[[[118.763594, 32.040507], [118.763858, 32.040138], [118.763941, 32.040021], [118.76326, 32.039815], [118.763136, 32.040054], [118.763037, 32.040244], [118.763529, 32.040502], [118.763555, 32.040481], [118.763594, 32.040507]]]"
2137,DIKUAI_2023_2250,2250,Polygon,EPSG:4326 (WGS84经纬度),4879.24,118.784507,118.785189,32.0548,32.055469,"[[[118.784792, 32.055469], [118.784825, 32.055456], [118.785118, 32.055371], [118.785162, 32.055371], [118.785189, 32.055366], [118.78518, 32.055325], [118.785039, 32.0548], [118.784929, 32.05482], [118.784669, 32.054862], [118.784661, 32.054863], [118.784507, 32.054887], [118.784514, 32.054955], [118.784538, 32.055101], [118.784543, 32.055292], [118.784544, 32.055296], [118.784558, 32.055371], [118.784572, 32.055418], [118.784774, 32.055388], [118.784792, 32.055469]]]"
2138,DIKUAI_2023_2251,2251,Polygon,EPSG:4326 (WGS84经纬度),4406.54,118.766165,118.766932,32.042654,32.043288,"[[[118.766284, 32.043288], [118.766504, 32.043275], [118.766932, 32.043249], [118.766927, 32.043202], [118.76692, 32.043122], [118.766914, 32.043059], [118.766614, 32.043079], [118.766594, 32.042865], [118.76676, 32.042854], [118.766748, 32.042775], [118.766731, 32.042654], [118.766203, 32.042755], [118.766165, 32.042763], [118.76622, 32.042984], [118.766284, 32.043288]]]"
2139,DIKUAI_2023_2252,2252,Polygon,EPSG:4326 (WGS84经纬度),7182.48,118.770741,118.771475,32.046361,32.047108,"[[[118.771464, 32.046898], [118.771455, 32.046698], [118.771432, 32.046361], [118.771021, 32.046398], [118.770741, 32.04642], [118.770799, 32.047106], [118.771048, 32.047106], [118.771475, 32.047108], [118.771464, 32.046898]]]"
2140,DIKUAI_2023_2253,2253,Polygon,EPSG:4326 (WGS84经纬度),2462.37,118.783198,118.783584,32.054197,32.05471,"[[[118.783235, 32.05471], [118.783584, 32.054675], [118.783579, 32.054643], [118.783578, 32.054552], [118.783566, 32.054495], [118.783561, 32.054383], [118.783546, 32.054263], [118.783536, 32.054204], [118.783516, 32.054197], [118.783447, 32.054202], [118.783259, 32.054221], [118.783198, 32.054227], [118.783235, 32.05471]]]"
2141,DIKUAI_2023_2254,2254,Polygon,EPSG:4326 (WGS84经纬度),4778.37,118.795417,118.796196,32.059449,32.060149,"[[[118.795637, 32.060149], [118.795854, 32.060095], [118.795814, 32.059972], [118.796196, 32.059873], [118.796035, 32.059449], [118.795417, 32.059549], [118.795637, 32.060149]]]"
2142,DIKUAI_2023_2255,2255,Polygon,EPSG:4326 (WGS84经纬度),1934.3,118.773175,118.773774,32.048341,32.048638,"[[[118.773222, 32.048638], [118.773774, 32.048573], [118.773743, 32.048476], [118.773729, 32.048393], [118.77372, 32.048341], [118.773704, 32.048343], [118.773657, 32.048348], [118.773202, 32.048402], [118.773175, 32.048383], [118.773178, 32.048527], [118.773222, 32.048638]]]"
2143,DIKUAI_2023_2256,2256,Polygon,EPSG:4326 (WGS84经纬度),10568.9,118.762908,118.764641,32.039735,32.0417,"[[[118.764188, 32.039748], [118.764145, 32.039735], [118.764043, 32.039879], [118.764346, 32.040105], [118.764132, 32.040311], [118.763858, 32.040138], [118.763594, 32.040507], [118.763216, 32.041036], [118.763399, 32.041126], [118.763001, 32.041525], [118.762908, 32.041619], [118.763008, 32.0417], [118.763186, 32.041523], [118.763456, 32.041256], [118.763563, 32.041136], [118.763847, 32.040853], [118.764283, 32.040414], [118.764624, 32.040068], [118.764637, 32.040053], [118.764639, 32.040047], [118.76464, 32.040042], [118.764641, 32.040036], [118.76464, 32.04003], [118.764638, 32.040025], [118.764626, 32.040008], [118.764617, 32.04], [118.764561, 32.039963], [118.764442, 32.039889], [118.764327, 32.039823], [118.764216, 32.039759], [118.764205, 32.039753], [118.764188, 32.039748]]]"
2144,DIKUAI_2023_2257,2257,Polygon,EPSG:4326 (WGS84经纬度),3438,118.773773,118.774551,32.048826,32.049232,"[[[118.773829, 32.049232], [118.774173, 32.049183], [118.774432, 32.049146], [118.774462, 32.04914], [118.77452, 32.049132], [118.77452, 32.049125], [118.774551, 32.049121], [118.774516, 32.048889], [118.774524, 32.048888], [118.774513, 32.048826], [118.774002, 32.048878], [118.773773, 32.048906], [118.773775, 32.048922], [118.773782, 32.048967], [118.773808, 32.049116], [118.773829, 32.049232]]]"
2145,DIKUAI_2023_2258,2258,Polygon,EPSG:4326 (WGS84经纬度),1663.86,118.774902,118.775216,32.049348,32.04996,"[[[118.775042, 32.04996], [118.775187, 32.049949], [118.775216, 32.049906], [118.775192, 32.049757], [118.775102, 32.04935], [118.775016, 32.049348], [118.774902, 32.049359], [118.774921, 32.049433], [118.774932, 32.049517], [118.774945, 32.049627], [118.77499, 32.049624], [118.774995, 32.049678], [118.775003, 32.049716], [118.77501, 32.049769], [118.775033, 32.04983], [118.77504, 32.049889], [118.775043, 32.049914], [118.775042, 32.04996]]]"
2146,DIKUAI_2023_2259,2259,Polygon,EPSG:4326 (WGS84经纬度),4393.22,118.771708,118.772439,32.047287,32.047774,"[[[118.772249, 32.047774], [118.772439, 32.047762], [118.772438, 32.047625], [118.772395, 32.047625], [118.772376, 32.047485], [118.772313, 32.04749], [118.772271, 32.047487], [118.772258, 32.047452], [118.77225, 32.047406], [118.772257, 32.047379], [118.77227, 32.047378], [118.772258, 32.047287], [118.771708, 32.0473], [118.771711, 32.047546], [118.771715, 32.047761], [118.771798, 32.047753], [118.771974, 32.047761], [118.772249, 32.047774]]]"
2147,DIKUAI_2023_2260,2260,Polygon,EPSG:4326 (WGS84经纬度),8778.93,118.783714,118.784544,32.054483,32.055367,"[[[118.783822, 32.055367], [118.784203, 32.05533], [118.784544, 32.055296], [118.784543, 32.055292], [118.784538, 32.055101], [118.784514, 32.054955], [118.784507, 32.054887], [118.784416, 32.054483], [118.784152, 32.054511], [118.783714, 32.054557], [118.783736, 32.054739], [118.783822, 32.055367]]]"
2148,DIKUAI_2023_4027,4027,Polygon,EPSG:4326 (WGS84经纬度),34437.32,118.76356,118.765569,32.040231,32.042519,"[[[118.765248, 32.041884], [118.765533, 32.041798], [118.76552, 32.041761], [118.765545, 32.041754], [118.765513, 32.041658], [118.765569, 32.041645], [118.765553, 32.04159], [118.76537, 32.04161], [118.765353, 32.04149], [118.765383, 32.041486], [118.765337, 32.041349], [118.765369, 32.04134], [118.76525, 32.041057], [118.765425, 32.041006], [118.765385, 32.040895], [118.765281, 32.040673], [118.76516, 32.040498], [118.765016, 32.040325], [118.764913, 32.040231], [118.764387, 32.040718], [118.763792, 32.0414], [118.764289, 32.041761], [118.763851, 32.042108], [118.763785, 32.042054], [118.76356, 32.04223], [118.763671, 32.042519], [118.765316, 32.042061], [118.765248, 32.041884]]]"
2149,DIKUAI_2023_2262,2262,Polygon,EPSG:4326 (WGS84经纬度),1844.33,118.781773,118.78192,32.053271,32.054248,"[[[118.78192, 32.05419], [118.78191, 32.053273], [118.781786, 32.053271], [118.781786, 32.053281], [118.781786, 32.053281], [118.781784, 32.05412], [118.781775, 32.054243], [118.781773, 32.054243], [118.781854, 32.054248], [118.781883, 32.054248], [118.78192, 32.05419]]]"
2150,DIKUAI_2023_2263,2263,Polygon,EPSG:4326 (WGS84经纬度),9621.48,118.766747,118.767673,32.043405,32.044269,"[[[118.767468, 32.044221], [118.767606, 32.044211], [118.767589, 32.043978], [118.767593, 32.043966], [118.767673, 32.043921], [118.767668, 32.043906], [118.767658, 32.043757], [118.767651, 32.0437], [118.767635, 32.04345], [118.767632, 32.043405], [118.767468, 32.043407], [118.76724, 32.043417], [118.766908, 32.043431], [118.766951, 32.043661], [118.766747, 32.043699], [118.766757, 32.043829], [118.766782, 32.044], [118.766774, 32.044007], [118.76683, 32.044216], [118.766876, 32.044206], [118.7669, 32.044269], [118.766941, 32.044257], [118.766967, 32.044254], [118.767468, 32.044221]]]"
2151,DIKUAI_2023_2264,2264,Polygon,EPSG:4326 (WGS84经纬度),9342.19,118.777982,118.778866,32.051462,32.052265,"[[[118.777982, 32.052152], [118.778689, 32.052265], [118.778779, 32.052258], [118.778866, 32.052248], [118.778866, 32.052148], [118.778866, 32.051938], [118.778866, 32.051512], [118.778006, 32.051462], [118.777982, 32.052152]]]"
2152,DIKUAI_2023_2265,2265,Polygon,EPSG:4326 (WGS84经纬度),4111.43,118.793522,118.794805,32.059166,32.059535,"[[[118.793573, 32.059535], [118.79378, 32.059491], [118.793947, 32.059465], [118.794017, 32.059454], [118.794171, 32.059436], [118.794236, 32.059431], [118.79441, 32.059417], [118.794577, 32.059405], [118.794755, 32.05939], [118.794765, 32.059389], [118.794788, 32.059377], [118.794797, 32.059366], [118.794803, 32.059348], [118.794805, 32.059302], [118.79479, 32.059226], [118.794776, 32.059166], [118.794152, 32.059206], [118.793522, 32.059315], [118.793573, 32.059535]]]"
2153,DIKUAI_2023_2266,2266,Polygon,EPSG:4326 (WGS84经纬度),4593.92,118.781337,118.781786,32.053281,32.054251,"[[[118.781775, 32.054243], [118.781784, 32.05412], [118.781786, 32.053281], [118.781786, 32.053281], [118.781337, 32.053281], [118.781337, 32.053584], [118.781516, 32.053588], [118.781517, 32.053772], [118.781515, 32.053866], [118.781513, 32.054176], [118.781514, 32.054251], [118.781773, 32.054243], [118.781775, 32.054243]]]"
2154,DIKUAI_2023_2267,2267,Polygon,EPSG:4326 (WGS84经纬度),1240.48,118.773295,118.774002,32.048766,32.048968,"[[[118.773322, 32.048968], [118.773355, 32.048965], [118.773354, 32.048957], [118.773492, 32.048942], [118.773522, 32.048936], [118.773773, 32.048906], [118.774002, 32.048878], [118.773985, 32.048776], [118.773923, 32.048766], [118.773689, 32.048793], [118.773295, 32.048837], [118.773313, 32.048962], [118.77332, 32.048962], [118.773322, 32.048968]]]"
2155,DIKUAI_2023_2268,2268,Polygon,EPSG:4326 (WGS84经纬度),18885.1,118.790954,118.79238,32.057467,32.05913,"[[[118.791136, 32.05913], [118.79238, 32.058795], [118.792354, 32.058674], [118.79214, 32.057678], [118.792115, 32.057467], [118.791988, 32.057482], [118.791903, 32.057677], [118.791926, 32.057851], [118.791724, 32.05789], [118.791758, 32.058085], [118.791028, 32.058267], [118.79102, 32.058498], [118.791006, 32.058592], [118.790982, 32.0588], [118.790954, 32.058958], [118.790956, 32.058987], [118.790963, 32.059014], [118.790976, 32.05904], [118.790994, 32.059064], [118.791016, 32.059085], [118.791043, 32.059103], [118.791072, 32.059116], [118.791103, 32.059125], [118.791136, 32.05913]]]"
2156,DIKUAI_2023_2269,2269,Polygon,EPSG:4326 (WGS84经纬度),7564.64,118.792861,118.793573,32.058515,32.059618,"[[[118.79319, 32.059618], [118.793567, 32.059536], [118.793573, 32.059535], [118.793522, 32.059315], [118.793337, 32.058515], [118.793164, 32.058556], [118.793133, 32.058567], [118.793074, 32.058595], [118.792988, 32.058643], [118.792885, 32.058734], [118.79287, 32.058746], [118.792864, 32.058753], [118.792861, 32.058759], [118.792911, 32.058969], [118.793031, 32.059486], [118.793101, 32.059597], [118.79319, 32.059618]]]"
2157,DIKUAI_2023_2270,2270,Polygon,EPSG:4326 (WGS84经纬度),14770.09,118.779023,118.78049,32.05237,32.053153,"[[[118.779866, 32.053153], [118.779947, 32.053106], [118.779966, 32.053107], [118.780485, 32.053133], [118.78049, 32.05302], [118.780481, 32.052957], [118.780453, 32.05277], [118.780448, 32.052715], [118.780436, 32.052716], [118.780413, 32.052419], [118.780411, 32.052411], [118.780407, 32.052402], [118.780401, 32.052394], [118.780394, 32.052387], [118.780386, 32.052381], [118.780377, 32.052377], [118.780367, 32.052373], [118.780357, 32.052371], [118.780346, 32.05237], [118.780245, 32.052379], [118.780167, 32.052385], [118.779589, 32.05243], [118.779578, 32.052411], [118.7791, 32.05246], [118.779042, 32.052522], [118.779024, 32.053082], [118.779023, 32.053118], [118.779184, 32.053123], [118.779287, 32.053128], [118.779287, 32.053118], [118.77949, 32.053126], [118.77949, 32.053137], [118.779736, 32.053152], [118.779866, 32.053153]]]"
2158,DIKUAI_2023_2271,2271,Polygon,EPSG:4326 (WGS84经纬度),313.24,118.766284,118.766514,32.043275,32.043386,"[[[118.766351, 32.043386], [118.766514, 32.043376], [118.766504, 32.043275], [118.766284, 32.043288], [118.766303, 32.04338], [118.766348, 32.043376], [118.766351, 32.043386]]]"
2159,DIKUAI_2023_2272,2272,Polygon,EPSG:4326 (WGS84经纬度),5777.25,118.780701,118.781516,32.053273,32.053872,"[[[118.781514, 32.053588], [118.781335, 32.053585], [118.781333, 32.053312], [118.781315, 32.053291], [118.781301, 32.053285], [118.780757, 32.053273], [118.780701, 32.053332], [118.780755, 32.05381], [118.780798, 32.053812], [118.780873, 32.053814], [118.780874, 32.053796], [118.780912, 32.053796], [118.780918, 32.053858], [118.78134, 32.053872], [118.781516, 32.053866], [118.781514, 32.053588]]]"
2160,DIKUAI_2023_2273,2273,Polygon,EPSG:4326 (WGS84经纬度),3020.79,118.764551,118.765905,32.04217,32.042624,"[[[118.765499, 32.042427], [118.765905, 32.042323], [118.765893, 32.042264], [118.765886, 32.042242], [118.765875, 32.042224], [118.765861, 32.042208], [118.765843, 32.042195], [118.765823, 32.042184], [118.765802, 32.042176], [118.765779, 32.042171], [118.765755, 32.04217], [118.765732, 32.042172], [118.765238, 32.04231], [118.76521, 32.042323], [118.764718, 32.042453], [118.764674, 32.042475], [118.76465, 32.042485], [118.764551, 32.042513], [118.764599, 32.042624], [118.765415, 32.042407], [118.765453, 32.042498], [118.765516, 32.042482], [118.765499, 32.042427]]]"
2161,DIKUAI_2023_2274,2274,Polygon,EPSG:4326 (WGS84经纬度),4034.79,118.784565,118.785303,32.055366,32.055889,"[[[118.784707, 32.055889], [118.784907, 32.055869], [118.785285, 32.055817], [118.785303, 32.055788], [118.78519, 32.055371], [118.785189, 32.055366], [118.785162, 32.055371], [118.785118, 32.055371], [118.784825, 32.055456], [118.784792, 32.055469], [118.784774, 32.055388], [118.784572, 32.055418], [118.784584, 32.055504], [118.784565, 32.055508], [118.784575, 32.055533], [118.784581, 32.055561], [118.784622, 32.05558], [118.784657, 32.055576], [118.7847, 32.055842], [118.784707, 32.055889]]]"
2162,DIKUAI_2023_2275,2275,Polygon,EPSG:4326 (WGS84经纬度),6389.1,118.804031,118.804974,32.062194,32.063095,"[[[118.804379, 32.063095], [118.804381, 32.063094], [118.804454, 32.063042], [118.804522, 32.063004], [118.804524, 32.063001], [118.804528, 32.062995], [118.80456, 32.062965], [118.804667, 32.062899], [118.804685, 32.062883], [118.804716, 32.062857], [118.804832, 32.062752], [118.804897, 32.06269], [118.804974, 32.062612], [118.804393, 32.062194], [118.804031, 32.062685], [118.804379, 32.063095]]]"
2163,DIKUAI_2023_2276,2276,Polygon,EPSG:4326 (WGS84经纬度),11621.45,118.773752,118.775043,32.049139,32.050042,"[[[118.77404, 32.050042], [118.774666, 32.049991], [118.775042, 32.04996], [118.775043, 32.049914], [118.77504, 32.049889], [118.775033, 32.04983], [118.77501, 32.049769], [118.775003, 32.049716], [118.774995, 32.049678], [118.77499, 32.049624], [118.774945, 32.049627], [118.774932, 32.049517], [118.774921, 32.049433], [118.774902, 32.049359], [118.774849, 32.049196], [118.774845, 32.049175], [118.774848, 32.049175], [118.774841, 32.049146], [118.774839, 32.049139], [118.774812, 32.049142], [118.77421, 32.049231], [118.773809, 32.049288], [118.773752, 32.049296], [118.773753, 32.049312], [118.773858, 32.049301], [118.773859, 32.049309], [118.773904, 32.049302], [118.773918, 32.049379], [118.77396, 32.049469], [118.773966, 32.049497], [118.773964, 32.049497], [118.773973, 32.049581], [118.773984, 32.049689], [118.773988, 32.049718], [118.773987, 32.049718], [118.773996, 32.049791], [118.774006, 32.04986], [118.774024, 32.050002], [118.77404, 32.050042]]]"
2164,DIKUAI_2023_2277,2277,Polygon,EPSG:4326 (WGS84经纬度),2766.05,118.783235,118.783657,32.054675,32.055208,"[[[118.783247, 32.055208], [118.783635, 32.055164], [118.78365, 32.055157], [118.783657, 32.055141], [118.78362, 32.054914], [118.783616, 32.054875], [118.783584, 32.054675], [118.783235, 32.05471], [118.783247, 32.055208]]]"
2165,DIKUAI_2023_2278,2278,Polygon,EPSG:4326 (WGS84经纬度),4072.37,118.766424,118.766951,32.043423,32.04428,"[[[118.766829, 32.044229], [118.76683, 32.044216], [118.766774, 32.044007], [118.766782, 32.044], [118.766757, 32.043829], [118.766747, 32.043699], [118.766951, 32.043661], [118.766908, 32.043431], [118.766914, 32.043423], [118.766443, 32.043442], [118.766425, 32.043467], [118.766424, 32.043477], [118.766474, 32.043768], [118.766529, 32.044095], [118.766559, 32.04428], [118.766829, 32.044229]]]"
2166,DIKUAI_2023_2279,2279,Polygon,EPSG:4326 (WGS84经纬度),2394.57,118.773277,118.773829,32.048906,32.049286,"[[[118.773316, 32.049286], [118.773342, 32.049286], [118.773728, 32.049239], [118.773741, 32.04924], [118.77378, 32.049238], [118.773829, 32.049232], [118.773808, 32.049116], [118.773782, 32.048967], [118.773775, 32.048922], [118.773773, 32.048906], [118.773522, 32.048936], [118.773492, 32.048942], [118.773354, 32.048957], [118.773355, 32.048965], [118.773322, 32.048968], [118.77332, 32.048962], [118.773313, 32.048962], [118.773322, 32.049021], [118.773277, 32.049028], [118.773296, 32.04916], [118.773316, 32.049286]]]"
2167,DIKUAI_2023_2280,2280,Polygon,EPSG:4326 (WGS84经纬度),1567.78,118.7669,118.767622,32.044211,32.04442,"[[[118.767482, 32.04437], [118.767622, 32.044358], [118.767606, 32.044211], [118.767468, 32.044221], [118.766967, 32.044254], [118.766941, 32.044257], [118.7669, 32.044269], [118.766941, 32.044377], [118.766951, 32.044376], [118.766963, 32.04442], [118.767482, 32.04437]]]"
